year,sex,region,e0_actual,e0_expected_avg,e0_expected_q050,e0_expected_q950,e0_deficit_avg,e0_deficit_q050,e0_deficit_q950,year_int,e0_deficit_pval,region_code_iso3166_2_alpha3,country_code_iso3166_1,country_code_iso3166_1_alpha3,region_code_stmf,calendar_stmf,region_code_hmd,region_code_wpp,region_code_coverage,region_name_en,region_name_de,region_name_short,region_level,country_name,hemisphere,continent,group,label
2023,Male,FR,80.024511,80.70192,80.038027,81.465727,-0.677409,-1.457854,-0.006793,2023,0.04,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2024,Male,FR,80.207372,80.90448,80.119163,81.695687,-0.697108,-1.495445,0.081026,2024,0.068,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2020-2024,Male,FR,79.608251,80.478844,79.960806,81.022593,-0.870593,-1.422148,-0.355945,NA,0.004,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2020,Female,FR,85.229659,85.829445,85.299995,86.404934,-0.599786,-1.167859,-0.081795,2020,0.032,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2021,Female,FR,85.299499,85.983527,85.276654,86.686587,-0.684028,-1.389618,0.020672,2021,0.06,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2022,Female,FR,85.134945,86.15333,85.339366,87.041777,-1.018385,-1.915944,-0.194539,2022,0.028,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2023,Female,FR,85.656991,86.26237,85.355032,87.279952,-0.605379,-1.61894,0.298345,2023,0.156,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2024,Female,FR,85.831721,86.41074,85.366757,87.550319,-0.579019,-1.724024,0.45537,2024,0.212,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2020-2024,Female,FR,85.425887,86.124721,85.42566,86.86619,-0.698833,-1.448488,0.010186,NA,0.052,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2020,Total,FR,82.263622,83.00697,82.676582,83.330409,-0.743348,-1.071812,-0.422399,2020,0,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2021,Total,FR,82.319958,83.198803,82.73895,83.654326,-0.878845,-1.336604,-0.419181,2021,0,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2022,Total,FR,82.299549,83.391176,82.853542,83.956184,-1.091627,-1.633272,-0.563789,2022,0,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2023,Total,FR,82.904103,83.557102,82.901352,84.233928,-0.652999,-1.324201,-0.01092,2023,0.052,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2024,Total,FR,83.08212,83.729563,83.043567,84.432028,-0.647442,-1.354808,0.050179,2024,0.068,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2020-2024,Total,FR,82.570304,83.376435,82.878249,83.855862,-0.806131,-1.27959,-0.306491,NA,0,FRA,FR,FRA,FRATNP,iso_week_date,FRATNP,250,France,France,Frankreich,FRA,0,France,n,Europe,D Prolonged depression,D Prolonged depression France
2020,Male,GB-EAW,78.571201,79.764827,79.426927,80.121173,-1.193626,-1.541288,-0.860316,2020,0,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2021,Male,GB-EAW,78.667984,79.863114,79.416312,80.369551,-1.195131,-1.686116,-0.752839,2021,0,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2022,Male,GB-EAW,79.188087,79.967031,79.341422,80.603843,-0.778943,-1.423219,-0.156472,2022,0.012,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2023,Male,GB-EAW,79.230796,80.047054,79.330953,80.787533,-0.816258,-1.563975,-0.09506,2023,0.02,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2024,Male,GB-EAW,79.762701,80.130239,79.349066,80.991841,-0.367538,-1.25757,0.404539,2024,0.212,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2020-2024,Male,GB-EAW,79.083253,79.954239,79.45732,80.514976,-0.870985,-1.428212,-0.376734,NA,0,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2020,Female,GB-EAW,82.602927,83.771768,83.180714,84.415649,-1.168841,-1.811504,-0.561961,2020,0,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2021,Female,GB-EAW,82.748006,83.876021,82.971175,84.834806,-1.128015,-2.075747,-0.224537,2021,0.024,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2022,Female,GB-EAW,83.037776,83.98434,82.858578,85.239693,-0.946565,-2.190497,0.191971,2022,0.088,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2023,Female,GB-EAW,83.174547,84.061921,82.710011,85.471948,-0.887374,-2.263781,0.460289,2023,0.148,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2024,Female,GB-EAW,83.643811,84.142303,82.676407,85.605636,-0.498492,-1.96433,0.967873,2024,0.276,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2020-2024,Female,GB-EAW,83.040459,83.961138,83.017196,85.018552,-0.920679,-1.978999,0.024603,NA,0.064,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2020,Total,GB-EAW,80.585235,81.783301,81.467108,82.156831,-1.198067,-1.594864,-0.868872,2020,0,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2021,Total,GB-EAW,80.711397,81.881365,81.391364,82.452674,-1.169968,-1.732635,-0.686089,2021,0,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2022,Total,GB-EAW,81.124047,81.983581,81.337779,82.637884,-0.859535,-1.529959,-0.216209,2022,0.02,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2023,Total,GB-EAW,81.211081,82.057406,81.268988,82.769473,-0.846324,-1.564214,-0.071701,2023,0.032,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2024,Total,GB-EAW,81.715952,82.136208,81.281128,82.964508,-0.420256,-1.248009,0.427445,2024,0.192,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2020-2024,Total,GB-EAW,81.068911,81.967371,81.406997,82.518502,-0.89846,-1.450868,-0.342588,NA,0.008,GBR-EAW,GB,GBR,GBRTENW,iso_week_date,GBRTENW,.,England and Wales,England and Wales,England und Wales,EAW,1,Great Britain,n,Europe,A First wave peak,A First wave peak England and Wales
2020,Male,GB-NIR,78.14698,79.483784,79.154414,79.818199,-1.336805,-1.716931,-0.989076,2020,0,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2021,Male,GB-NIR,78.229449,79.724234,79.306115,80.167924,-1.494786,-1.960169,-1.015097,2021,0,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2022,Male,GB-NIR,78.816453,79.948507,79.448371,80.489063,-1.132054,-1.714238,-0.589087,2022,0,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2023,Male,GB-NIR,79.249024,80.165649,79.628987,80.791825,-0.916625,-1.552379,-0.271493,2023,0.012,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2024,Male,GB-NIR,78.220313,80.381527,79.794054,80.978359,-2.161213,-2.808029,-1.461944,2024,0,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2020-2024,Male,GB-NIR,78.52856,79.943227,79.511375,80.426522,-1.414667,-1.868213,-0.95047,NA,0,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2020,Female,GB-NIR,82.092393,83.011916,82.740309,83.282367,-0.919524,-1.26858,-0.564147,2020,0,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2021,Female,GB-NIR,81.767441,83.125232,82.752609,83.512198,-1.357791,-1.773225,-0.946896,2021,0,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2022,Female,GB-NIR,82.33869,83.238927,82.700304,83.69128,-0.900237,-1.402638,-0.321981,2022,0.004,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2023,Female,GB-NIR,82.383055,83.366746,82.742787,83.798023,-0.983691,-1.517971,-0.362603,2023,0.004,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2024,Female,GB-NIR,82.317065,83.471245,82.790454,84.050534,-1.15418,-1.733117,-0.41483,2024,0.008,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2020-2024,Female,GB-NIR,82.179546,83.241281,82.790966,83.609715,-1.061735,-1.489548,-0.58497,NA,0,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2020,Total,GB-NIR,80.135063,81.290723,81.030864,81.524604,-1.15566,-1.437462,-0.883822,2020,0,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2021,Total,GB-NIR,80.021032,81.467358,81.17487,81.798572,-1.446326,-1.795127,-1.124958,2021,0,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2022,Total,GB-NIR,80.589138,81.634527,81.286699,82.024262,-1.045388,-1.424271,-0.674341,2022,0,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2023,Total,GB-NIR,80.835087,81.804808,81.400953,82.255785,-0.969721,-1.466336,-0.537517,2023,0,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2024,Total,GB-NIR,80.267842,81.962674,81.493029,82.454882,-1.694833,-2.172176,-1.211104,2024,0,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2020-2024,Total,GB-NIR,80.369746,81.633734,81.318264,81.97352,-1.263988,-1.584761,-0.950439,NA,0,GBR-NIR,GB,GBR,GBR_NIR,iso_week_date,GBR_NIR,.,Northern Ireland,Northern Ireland,Nordirland,NIR,1,Great Britain,n,Europe,D Prolonged depression,D Prolonged depression Northern Ireland
2020,Male,GB-SCT,76.029385,77.592115,77.382387,77.783763,-1.56273,-1.779564,-1.297672,2020,0,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2021,Male,GB-SCT,76.329555,77.691256,77.422242,77.952439,-1.361701,-1.670086,-1.060636,2021,0,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2022,Male,GB-SCT,77.19122,77.775784,77.422608,78.09427,-0.584564,-0.932352,-0.223933,2022,0.004,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2023,Male,GB-SCT,77.549184,77.865596,77.461073,78.214162,-0.316412,-0.709639,0.160457,2023,0.096,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2024,Male,GB-SCT,78.408738,77.956185,77.506496,78.307657,0.452553,0.014323,0.939785,2024,1,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2020-2024,Male,GB-SCT,77.088245,77.777125,77.470571,78.046868,-0.68888,-0.969576,-0.402188,NA,0,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2020,Female,GB-SCT,80.802735,81.322251,80.984051,81.654046,-0.519515,-0.867907,-0.168401,2020,0.004,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2021,Female,GB-SCT,80.541051,81.355326,80.933987,81.786754,-0.814275,-1.261495,-0.337232,2021,0.016,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2022,Female,GB-SCT,80.937795,81.409937,80.810287,81.959936,-0.472142,-1.005234,0.177944,2022,0.088,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2023,Female,GB-SCT,80.82683,81.46187,80.717248,82.01591,-0.63504,-1.187553,0.143464,2023,0.068,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2024,Female,GB-SCT,81.246636,81.496964,80.715265,82.100365,-0.250328,-0.851703,0.524631,2024,0.268,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2020-2024,Female,GB-SCT,80.877633,81.406952,80.893954,81.844592,-0.529319,-0.9571,-0.023163,NA,0.044,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2020,Total,GB-SCT,78.416254,79.495217,79.277089,79.690516,-1.078963,-1.289,-0.83896,2020,0,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2021,Total,GB-SCT,78.450957,79.560143,79.235449,79.831053,-1.109186,-1.367191,-0.798126,2021,0,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2022,Total,GB-SCT,79.088695,79.627246,79.270476,79.941584,-0.538551,-0.860882,-0.152997,2022,0.008,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2023,Total,GB-SCT,79.214127,79.696839,79.267932,80.039024,-0.482712,-0.838129,-0.031043,2023,0.028,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2024,Total,GB-SCT,79.855958,79.758395,79.35032,80.127573,0.097563,-0.272628,0.444063,2024,1,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2020-2024,Total,GB-SCT,79.006271,79.627692,79.295935,79.894096,-0.621422,-0.886246,-0.272949,NA,0.004,GBR-SCT,GB,GBR,GBR_SCO,iso_week_date,GBR_SCO,.,Scotland,Scotland,Schottland,SCT,1,Great Britain,n,Europe,A First wave peak,A First wave peak Scotland
2020,Male,GR,78.774342,79.085161,78.523723,79.605948,-0.310819,-0.881395,0.277891,2020,0.184,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2021,Male,GR,77.469348,79.281098,78.495724,80.125361,-1.81175,-2.671103,-1.001493,2021,0,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2022,Male,GR,78.219503,79.45917,78.518716,80.490914,-1.239667,-2.248374,-0.2774,2022,0.016,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2023,Male,GR,79.019846,79.587617,78.591918,80.67894,-0.567771,-1.672708,0.413276,2023,0.212,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2024,Male,GR,79.033223,79.76007,78.579388,80.859184,-0.726847,-1.857207,0.42205,2024,0.144,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2020-2024,Male,GR,78.488119,79.425693,78.589411,80.2263,-0.937574,-1.713272,-0.133321,NA,0.032,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2020,Female,GR,83.822375,84.204856,83.792989,84.660817,-0.382481,-0.807297,0.059056,2020,0.072,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2021,Female,GR,82.979344,84.314347,83.67271,84.906551,-1.335003,-1.926817,-0.739407,2021,0,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2022,Female,GR,83.413218,84.3938,83.695634,85.170124,-0.980582,-1.816127,-0.26656,2022,0.012,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2023,Female,GR,84.059693,84.521762,83.634531,85.490312,-0.462069,-1.438412,0.445293,2023,0.22,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2024,Female,GR,84.096906,84.619562,83.638635,85.663481,-0.522656,-1.600165,0.419686,2024,0.188,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2020-2024,Female,GR,83.663274,84.402228,83.767908,85.059206,-0.738954,-1.420785,-0.102146,NA,0.024,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2020,Total,GR,81.303035,81.659997,81.282894,82.054438,-0.356962,-0.761627,0.031318,2020,0.068,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2021,Total,GR,80.212155,81.81311,81.265293,82.351754,-1.600954,-2.150958,-1.058681,2021,0,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2022,Total,GR,80.812841,81.941081,81.235834,82.595727,-1.12824,-1.801249,-0.409447,2022,0,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2023,Total,GR,81.544901,82.06712,81.350368,82.769809,-0.522219,-1.228329,0.208628,2023,0.108,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2024,Total,GR,81.563569,82.20143,81.38416,82.942513,-0.637862,-1.407742,0.179686,2024,0.104,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2020-2024,Total,GR,81.074837,81.930497,81.338915,82.457832,-0.855661,-1.395046,-0.272933,NA,0.004,GRC,GR,GRC,GRC,iso_week_date,GRC,300,Greece,Greece,Griechenland,GRC,0,Greece,n,Europe,B Second wave peak,B Second wave peak Greece
2020,Male,HR,74.641667,75.639967,75.105015,76.148681,-0.9983,-1.509478,-0.461141,2020,0,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2021,Male,HR,73.796544,75.838702,75.092433,76.596696,-2.042158,-2.807317,-1.228548,2021,0,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2022,Male,HR,74.999699,76.072763,75.132158,77.005815,-1.073064,-1.995786,-0.111608,2022,0.02,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2023,Male,HR,75.932327,76.330494,75.216277,77.446863,-0.398167,-1.516751,0.716234,2023,0.304,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2024,Male,HR,76.351684,76.54931,75.207032,77.645824,-0.197625,-1.284841,1.109751,2024,0.364,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2020-2024,Male,HR,75.101521,76.08034,75.270749,76.871208,-0.978819,-1.740259,-0.154427,NA,0.016,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2020,Female,HR,80.821634,81.706531,81.102761,82.284118,-0.884897,-1.506338,-0.241483,2020,0.004,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2021,Female,HR,79.925123,81.890403,81.003587,82.78197,-1.965281,-2.858529,-1.08616,2021,0,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
2022,Female,HR,81.128668,82.079487,81.085873,83.026157,-0.950819,-1.919862,0.083945,2022,0.06,HRV,HR,HRV,HRV,iso_week_date,HRV,191,Croatia,Croatia,Kroatien,HRV,0,Croatia,n,Europe,B Second wave peak,B Second wave peak Croatia
