group,region_iso,region_name_en,year,age_group,e0_cntrb_t_mean,region_ggflag
D Prolonged depression,AT,Austria,2024,100,0.006302,at
D Prolonged depression,DE,Germany,2020,0,-0.001832,de
D Prolonged depression,DE,Germany,2020,20,-0.013875,de
D Prolonged depression,DE,Germany,2020,40,0.009562,de
D Prolonged depression,DE,Germany,2020,60,-0.248135,de
D Prolonged depression,DE,Germany,2020,80,-0.043149,de
D Prolonged depression,DE,Germany,2020,100,-9.58e-4,de
D Prolonged depression,DE,Germany,2020-2024,0,-0.04139,de
D Prolonged depression,DE,Germany,2020-2024,20,-0.033044,de
D Prolonged depression,DE,Germany,2020-2024,40,-0.018616,de
D Prolonged depression,DE,Germany,2020-2024,60,-0.41579,de
D Prolonged depression,DE,Germany,2020-2024,80,-0.025173,de
D Prolonged depression,DE,Germany,2020-2024,100,0.002614,de
D Prolonged depression,DE,Germany,2021,0,0.035988,de
D Prolonged depression,DE,Germany,2021,20,-0.035367,de
D Prolonged depression,DE,Germany,2021,40,-0.051175,de
D Prolonged depression,DE,Germany,2021,60,-0.457092,de
D Prolonged depression,DE,Germany,2021,80,-0.02787,de
D Prolonged depression,DE,Germany,2021,100,0.001402,de
D Prolonged depression,DE,Germany,2022,0,-0.042976,de
D Prolonged depression,DE,Germany,2022,20,-0.050313,de
D Prolonged depression,DE,Germany,2022,40,-0.037377,de
D Prolonged depression,DE,Germany,2022,60,-0.546746,de
D Prolonged depression,DE,Germany,2022,80,-0.179872,de
D Prolonged depression,DE,Germany,2022,100,9.38e-4,de
D Prolonged depression,DE,Germany,2023,0,-0.051909,de
D Prolonged depression,DE,Germany,2023,20,-0.036727,de
D Prolonged depression,DE,Germany,2023,40,-0.00552,de
D Prolonged depression,DE,Germany,2023,60,-0.464929,de
D Prolonged depression,DE,Germany,2023,80,0.013795,de
D Prolonged depression,DE,Germany,2023,100,0.005112,de
D Prolonged depression,DE,Germany,2024,0,-0.155983,de
D Prolonged depression,DE,Germany,2024,20,-0.028763,de
D Prolonged depression,DE,Germany,2024,40,-0.00903,de
D Prolonged depression,DE,Germany,2024,60,-0.368568,de
D Prolonged depression,DE,Germany,2024,80,0.117248,de
D Prolonged depression,DE,Germany,2024,100,0.007987,de
D Prolonged depression,FR,France,2020,0,9.7e-5,fr
D Prolonged depression,FR,France,2020,20,-0.004631,fr
D Prolonged depression,FR,France,2020,40,0.03188,fr
D Prolonged depression,FR,France,2020,60,-0.259962,fr
D Prolonged depression,FR,France,2020,80,-0.342411,fr
D Prolonged depression,FR,France,2020,100,-0.002461,fr
D Prolonged depression,FR,France,2020-2024,0,-0.055911,fr
D Prolonged depression,FR,France,2020-2024,20,-0.036203,fr
D Prolonged depression,FR,France,2020-2024,40,0.081651,fr
D Prolonged depression,FR,France,2020-2024,60,-0.38314,fr
D Prolonged depression,FR,France,2020-2024,80,-0.202156,fr
D Prolonged depression,FR,France,2020-2024,100,-0.018224,fr
D Prolonged depression,FR,France,2021,0,-0.031029,fr
D Prolonged depression,FR,France,2021,20,-0.023287,fr
D Prolonged depression,FR,France,2021,40,0.083735,fr
D Prolonged depression,FR,France,2021,60,-0.450936,fr
D Prolonged depression,FR,France,2021,80,-0.157069,fr
D Prolonged depression,FR,France,2021,100,-0.017093,fr
D Prolonged depression,FR,France,2022,0,-0.080163,fr
D Prolonged depression,FR,France,2022,20,-0.064649,fr
D Prolonged depression,FR,France,2022,40,0.07634,fr
D Prolonged depression,FR,France,2022,60,-0.498371,fr
D Prolonged depression,FR,France,2022,80,-0.308728,fr
D Prolonged depression,FR,France,2022,100,-0.02137,fr
D Prolonged depression,FR,France,2023,0,-0.084338,fr
D Prolonged depression,FR,France,2023,20,-0.049183,fr
D Prolonged depression,FR,France,2023,40,0.099133,fr
D Prolonged depression,FR,France,2023,60,-0.357168,fr
D Prolonged depression,FR,France,2023,80,-0.094421,fr
D Prolonged depression,FR,France,2023,100,-0.022703,fr
D Prolonged depression,FR,France,2024,0,-0.087174,fr
D Prolonged depression,FR,France,2024,20,-0.040398,fr
D Prolonged depression,FR,France,2024,40,0.119946,fr
D Prolonged depression,FR,France,2024,60,-0.353318,fr
D Prolonged depression,FR,France,2024,80,-0.096364,fr
D Prolonged depression,FR,France,2024,100,-0.022728,fr
D Prolonged depression,GB-NIR,Northern Ireland,2020,0,0.03747,gb
D Prolonged depression,GB-NIR,Northern Ireland,2020,20,-0.031657,gb
D Prolonged depression,GB-NIR,Northern Ireland,2020,40,-0.127071,gb
D Prolonged depression,GB-NIR,Northern Ireland,2020,60,-0.456377,gb
D Prolonged depression,GB-NIR,Northern Ireland,2020,80,-0.361373,gb
D Prolonged depression,GB-NIR,Northern Ireland,2020,100,-0.003061,gb
D Prolonged depression,GB-NIR,Northern Ireland,2020-2024,0,0.021132,gb
D Prolonged depression,GB-NIR,Northern Ireland,2020-2024,20,-0.006368,gb
D Prolonged depression,GB-NIR,Northern Ireland,2020-2024,40,-0.099062,gb
D Prolonged depression,GB-NIR,Northern Ireland,2020-2024,60,-0.458672,gb
D Prolonged depression,GB-NIR,Northern Ireland,2020-2024,80,-0.255916,gb
D Prolonged depression,GB-NIR,Northern Ireland,2020-2024,100,-0.006655,gb
D Prolonged depression,GB-NIR,Northern Ireland,2021,0,-0.062245,gb
D Prolonged depression,GB-NIR,Northern Ireland,2021,20,-0.126453,gb
D Prolonged depression,GB-NIR,Northern Ireland,2021,40,-0.127049,gb
D Prolonged depression,GB-NIR,Northern Ireland,2021,60,-0.481418,gb
D Prolonged depression,GB-NIR,Northern Ireland,2021,80,-0.242834,gb
D Prolonged depression,GB-NIR,Northern Ireland,2021,100,-0.004076,gb
D Prolonged depression,GB-NIR,Northern Ireland,2022,0,-0.045865,gb
D Prolonged depression,GB-NIR,Northern Ireland,2022,20,0.076513,gb
D Prolonged depression,GB-NIR,Northern Ireland,2022,40,0.053259,gb
D Prolonged depression,GB-NIR,Northern Ireland,2022,60,-0.402856,gb
D Prolonged depression,GB-NIR,Northern Ireland,2022,80,-0.263213,gb
D Prolonged depression,GB-NIR,Northern Ireland,2022,100,-0.00813,gb
D Prolonged depression,GB-NIR,Northern Ireland,2023,0,0.147838,gb
D Prolonged depression,GB-NIR,Northern Ireland,2023,20,0.074718,gb
D Prolonged depression,GB-NIR,Northern Ireland,2023,40,-0.131016,gb
D Prolonged depression,GB-NIR,Northern Ireland,2023,60,-0.455751,gb
D Prolonged depression,GB-NIR,Northern Ireland,2023,80,-0.232983,gb
D Prolonged depression,GB-NIR,Northern Ireland,2023,100,-0.008579,gb
D Prolonged depression,GB-NIR,Northern Ireland,2024,0,0.021844,gb
D Prolonged depression,GB-NIR,Northern Ireland,2024,20,-0.019846,gb
D Prolonged depression,GB-NIR,Northern Ireland,2024,40,-0.162565,gb
D Prolonged depression,GB-NIR,Northern Ireland,2024,60,-0.493761,gb
D Prolonged depression,GB-NIR,Northern Ireland,2024,80,-0.167112,gb
D Prolonged depression,GB-NIR,Northern Ireland,2024,100,-0.006887,gb
D Prolonged depression,IL,Israel,2020,0,0.079073,il
D Prolonged depression,IL,Israel,2020,20,-0.006779,il
D Prolonged depression,IL,Israel,2020,40,-0.009623,il
D Prolonged depression,IL,Israel,2020,60,-0.064367,il
D Prolonged depression,IL,Israel,2020,80,-0.288453,il
D Prolonged depression,IL,Israel,2020,100,-0.006153,il
D Prolonged depression,IL,Israel,2020-2024,0,0.019585,il
D Prolonged depression,IL,Israel,2020-2024,20,-0.055542,il
D Prolonged depression,IL,Israel,2020-2024,40,-0.012919,il
D Prolonged depression,IL,Israel,2020-2024,60,-0.15310000000000001,il
D Prolonged depression,IL,Israel,2020-2024,80,-0.513987,il
D Prolonged depression,IL,Israel,2020-2024,100,-0.005703,il
D Prolonged depression,IL,Israel,2021,0,0.008975,il
D Prolonged depression,IL,Israel,2021,20,-0.025559,il
D Prolonged depression,IL,Israel,2021,40,-0.048638,il
D Prolonged depression,IL,Israel,2021,60,-0.231451,il
D Prolonged depression,IL,Israel,2021,80,-0.48894,il
D Prolonged depression,IL,Israel,2021,100,-0.005583,il
D Prolonged depression,IL,Israel,2022,0,-0.008133,il
D Prolonged depression,IL,Israel,2022,20,-0.031416,il
D Prolonged depression,IL,Israel,2022,40,-0.031085,il
D Prolonged depression,IL,Israel,2022,60,-0.148936,il
D Prolonged depression,IL,Israel,2022,80,-0.675984,il
D Prolonged depression,IL,Israel,2022,100,-0.005504,il
D Prolonged depression,IL,Israel,2023,0,0.017275,il
D Prolonged depression,IL,Israel,2023,20,-0.160775,il
D Prolonged depression,IL,Israel,2023,40,0.028381,il
D Prolonged depression,IL,Israel,2023,60,-0.061597,il
D Prolonged depression,IL,Israel,2023,80,-0.39317,il
D Prolonged depression,IL,Israel,2023,100,-0.004375,il
D Prolonged depression,IL,Israel,2024,0,0.002214,il
D Prolonged depression,IL,Israel,2024,20,-0.050738,il
D Prolonged depression,IL,Israel,2024,40,-0.004638,il
D Prolonged depression,IL,Israel,2024,60,-0.246481,il
D Prolonged depression,IL,Israel,2024,80,-0.700845,il
D Prolonged depression,IL,Israel,2024,100,-0.005721,il
D Prolonged depression,NL,Netherlands,2020,0,-0.049083,nl
D Prolonged depression,NL,Netherlands,2020,20,-0.029248,nl
D Prolonged depression,NL,Netherlands,2020,40,0.075689,nl
D Prolonged depression,NL,Netherlands,2020,60,-0.263894,nl
D Prolonged depression,NL,Netherlands,2020,80,-0.34489,nl
D Prolonged depression,NL,Netherlands,2020,100,-0.001322,nl
D Prolonged depression,NL,Netherlands,2020-2024,0,-0.045773,nl
D Prolonged depression,NL,Netherlands,2020-2024,20,-0.054493,nl
D Prolonged depression,NL,Netherlands,2020-2024,40,0.006181,nl
D Prolonged depression,NL,Netherlands,2020-2024,60,-0.364411,nl
D Prolonged depression,NL,Netherlands,2020-2024,80,-0.363578,nl
D Prolonged depression,NL,Netherlands,2020-2024,100,-0.002055,nl
D Prolonged depression,NL,Netherlands,2021,0,-0.025662,nl
D Prolonged depression,NL,Netherlands,2021,20,-0.056447,nl
D Prolonged depression,NL,Netherlands,2021,40,-0.028734,nl
D Prolonged depression,NL,Netherlands,2021,60,-0.440532,nl
D Prolonged depression,NL,Netherlands,2021,80,-0.297255,nl
D Prolonged depression,NL,Netherlands,2021,100,-7.93e-4,nl
D Prolonged depression,NL,Netherlands,2022,0,-0.043671,nl
D Prolonged depression,NL,Netherlands,2022,20,-0.051011,nl
D Prolonged depression,NL,Netherlands,2022,40,-0.03253,nl
D Prolonged depression,NL,Netherlands,2022,60,-0.369746,nl
D Prolonged depression,NL,Netherlands,2022,80,-0.384693,nl
D Prolonged depression,NL,Netherlands,2022,100,-0.002448,nl
D Prolonged depression,NL,Netherlands,2023,0,-0.04526,nl
D Prolonged depression,NL,Netherlands,2023,20,-0.051613,nl
D Prolonged depression,NL,Netherlands,2023,40,0.034888,nl
D Prolonged depression,NL,Netherlands,2023,60,-0.378217,nl
D Prolonged depression,NL,Netherlands,2023,80,-0.376832,nl
D Prolonged depression,NL,Netherlands,2023,100,-0.003144,nl
D Prolonged depression,NL,Netherlands,2024,0,-0.066944,nl
D Prolonged depression,NL,Netherlands,2024,20,-0.083061,nl
D Prolonged depression,NL,Netherlands,2024,40,-0.020929,nl
D Prolonged depression,NL,Netherlands,2024,60,-0.373409,nl
D Prolonged depression,NL,Netherlands,2024,80,-0.41359,nl
D Prolonged depression,NL,Netherlands,2024,100,-0.002088,nl
D Prolonged depression,PT,Portugal,2020,0,-0.047257,pt
D Prolonged depression,PT,Portugal,2020,20,-0.033113,pt
D Prolonged depression,PT,Portugal,2020,40,-0.08048,pt
D Prolonged depression,PT,Portugal,2020,60,-0.30946,pt
D Prolonged depression,PT,Portugal,2020,80,-0.41413,pt
D Prolonged depression,PT,Portugal,2020,100,-0.003177,pt
D Prolonged depression,PT,Portugal,2020-2024,0,-0.067523,pt
D Prolonged depression,PT,Portugal,2020-2024,20,-0.070471,pt
D Prolonged depression,PT,Portugal,2020-2024,40,-0.07736,pt
D Prolonged depression,PT,Portugal,2020-2024,60,-0.316892,pt
D Prolonged depression,PT,Portugal,2020-2024,80,-0.374645,pt
D Prolonged depression,PT,Portugal,2020-2024,100,-0.004659,pt
D Prolonged depression,PT,Portugal,2021,0,-0.028246,pt
D Prolonged depression,PT,Portugal,2021,20,-0.079483,pt
D Prolonged depression,PT,Portugal,2021,40,-0.085547,pt
D Prolonged depression,PT,Portugal,2021,60,-0.407285,pt
D Prolonged depression,PT,Portugal,2021,80,-0.428147,pt
D Prolonged depression,PT,Portugal,2021,100,-0.00423,pt
D Prolonged depression,PT,Portugal,2022,0,-0.098002,pt
D Prolonged depression,PT,Portugal,2022,20,-0.072416,pt
D Prolonged depression,PT,Portugal,2022,40,-0.084884,pt
D Prolonged depression,PT,Portugal,2022,60,-0.361271,pt
D Prolonged depression,PT,Portugal,2022,80,-0.483174,pt
D Prolonged depression,PT,Portugal,2022,100,-0.009033,pt
D Prolonged depression,PT,Portugal,2023,0,-0.072302,pt
D Prolonged depression,PT,Portugal,2023,20,-0.086899,pt
D Prolonged depression,PT,Portugal,2023,40,-0.058546,pt
D Prolonged depression,PT,Portugal,2023,60,-0.27482,pt
D Prolonged depression,PT,Portugal,2023,80,-0.26512,pt
D Prolonged depression,PT,Portugal,2023,100,-0.004137,pt
D Prolonged depression,PT,Portugal,2024,0,-0.091334,pt
D Prolonged depression,PT,Portugal,2024,20,-0.081225,pt
D Prolonged depression,PT,Portugal,2024,40,-0.076341,pt
D Prolonged depression,PT,Portugal,2024,60,-0.23588,pt
D Prolonged depression,PT,Portugal,2024,80,-0.274507,pt
D Prolonged depression,PT,Portugal,2024,100,-0.001018,pt
