region,sex,year,e0deficit_Q05,e0deficit_Q50,e0deficit_Q95,e0expected_Q50,e0observed,e0_deficit_pval,sig
NO,Total,2021,-0.506357,-0.234838,0.108241,83.440855,83.220387,0.128,ns
NO,Total,2022,-1.210529,-0.880564,-0.493871,83.64454,82.763463,0,sig
NO,Total,2023,-1.221758,-0.785968,-0.384221,83.8,83.026614,0.004,sig
NO,Total,2024,-1.23535,-0.780787,-0.345937,84.011368,83.231358,0,sig
NO,Total,2020-2024,-0.846179,-0.543728,-0.201375,83.629436,83.09094,0.004,sig
PL,Male,2020,-2.127158,-1.768841,-1.352102,74.667826,72.90449,0,sig
PL,Male,2021,-3.440906,-2.884747,-2.313881,74.921055,72.01925,0,sig
PL,Male,2022,-1.925301,-1.173261,-0.505963,75.148006,73.984144,0,sig
PL,Male,2023,-0.646562,0.114007,0.833422,75.336552,75.458921,1,ns
PL,Male,2024,-0.540629,0.32212,1.114887,75.535673,75.876295,1,ns
PL,Male,2020-2024,-1.739432,-1.151452,-0.587421,75.131425,73.978982,0,sig
PL,Female,2020,-1.56654,-1.187603,-0.808434,82.194425,81.010519,0,sig
PL,Female,2021,-3.020298,-2.503463,-1.982261,82.381595,79.878301,0,sig
PL,Female,2022,-1.726731,-1.078565,-0.37807,82.611807,81.535882,0.008,sig
PL,Female,2023,-0.920954,-0.185613,0.613654,82.775743,82.590403,0.364,ns
PL,Female,2024,-0.8589,0.082569,0.834545,82.958256,83.02262,1,ns
PL,Female,2020-2024,-1.620595,-1.015952,-0.433895,82.595446,81.575044,0.004,sig
PL,Total,2020,-1.84977,-1.542369,-1.279769,78.44785,76.906336,0,sig
PL,Total,2021,-3.197941,-2.783341,-2.376491,78.66149,75.880233,0,sig
PL,Total,2022,-1.648944,-1.1499220000000001,-0.682944,78.907474,77.759852,0,sig
PL,Total,2023,-0.661472,-0.03546,0.599677,79.104567,79.069851,0.464,ns
PL,Total,2024,-0.474831,0.212416,0.848987,79.278387,79.490744,1,ns
PL,Total,2020-2024,-1.567274,-1.103895,-0.681257,78.881275,77.772763,0,sig
PT,Male,2020,-1.315701,-0.965497,-0.582976,79.535018,78.574348,0,sig
PT,Male,2021,-1.706213,-1.161327,-0.615419,79.781013,78.636457,0,sig
PT,Male,2022,-1.740871,-1.111424,-0.498453,80.014618,78.903978,0,sig
PT,Male,2023,-1.62748,-0.853928,-0.132735,80.299034,79.443485,0.024,sig
PT,Male,2024,-1.572964,-0.767106,0.025674,80.539498,79.759304,0.06,ns
PT,Male,2020-2024,-1.518633,-0.97322,-0.455253,80.023828,79.061509,0,sig
PT,Female,2020,-1.619925,-1.121973,-0.665569,85.420482,84.297819,0,sig
PT,Female,2021,-1.945208,-1.222942,-0.638074,85.613328,84.38335,0.004,sig
PT,Female,2022,-2.136282,-1.31641,-0.562272,85.863316,84.552695,0.004,sig
PT,Female,2023,-2.052952,-1.003979,-0.1069,86.128809,85.110285,0.036,sig
PT,Female,2024,-2.059931,-0.913561,0.147603,86.319012,85.393722,0.084,ns
PT,Female,2020-2024,-1.894155,-1.122333,-0.450358,85.866545,84.741759,0.008,sig
PT,Total,2020,-1.347636,-1.071305,-0.764928,82.567311,81.512922,0,sig
PT,Total,2021,-1.649235,-1.216039,-0.777371,82.795359,81.580562,0,sig
PT,Total,2022,-1.729758,-1.225067,-0.756486,83.013191,81.798447,0,sig
PT,Total,2023,-1.595396,-0.925952,-0.3666,83.298934,82.352062,0.008,sig
PT,Total,2024,-1.554185,-0.871843,-0.16179,83.522854,82.660788,0.016,sig
PT,Total,2020-2024,-1.526249,-1.060898,-0.63613,83.045818,81.977356,0,sig
SE,Male,2020,-1.114245,-0.898654,-0.64116,81.834039,80.933018,0,sig
SE,Male,2021,-0.806851,-0.45398,-0.132072,82.000171,81.54959,0.008,sig
SE,Male,2022,-0.966103,-0.594977,-0.191177,82.2016,81.610801,0.004,sig
SE,Male,2023,-0.979866,-0.481209,-0.034578,82.399996,81.90935,0.032,sig
SE,Male,2024,-0.483234,0.090104,0.560866,82.553808,82.625781,1,ns
SE,Male,2020-2024,-0.818549,-0.486028,-0.151246,82.196122,81.718356,0.004,sig
SE,Female,2020,-0.866357,-0.580958,-0.325764,85.160083,84.567256,0,sig
SE,Female,2021,-0.503748,-0.164139,0.158366,85.314453,85.138567,0.244,ns
SE,Female,2022,-0.908515,-0.425404,-0.024736,85.421709,85.007278,0.044,sig
SE,Female,2023,-0.824264,-0.343766,0.127343,85.54291,85.214697,0.108,ns
SE,Female,2024,-0.66773,-0.098705,0.410204,85.675623,85.572614,0.376,ns
SE,Female,2020-2024,-0.687932,-0.326878,0.003503,85.429405,85.095407,0.052,ns
SE,Total,2020,-0.944695,-0.774575,-0.560008,83.516095000000007,82.742898,0,sig
SE,Total,2021,-0.570427,-0.321984,-0.084065,83.676477,83.348709,0.024,sig
SE,Total,2022,-0.803006,-0.52898,-0.226563,83.831911,83.306213,0,sig
SE,Total,2023,-0.738944,-0.413505,-0.017954,83.978049,83.563652,0.036,sig
SE,Total,2024,-0.368952,-0.037684,0.380285,84.137329,84.110214,0.456,ns
SE,Total,2020-2024,-0.683862,-0.420619,-0.145642,83.832929,83.413091,0,sig
SI,Male,2020,-1.532472,-1.060714,-0.473113,78.88764,77.859056,0,sig
SI,Male,2021,-2.080168,-1.314006,-0.425705,79.21606,77.921113,0.008,sig
SI,Male,2022,-1.691525,-0.61423,0.33304,79.505977,78.872035,0.144,ns
SI,Male,2023,-1.612141,-0.502433,0.4883,79.741785,79.228652,0.236,ns
SI,Male,2024,-1.232036,-0.082581,0.904912,79.990415,79.886654,0.448,ns
SI,Male,2020-2024,-1.518235,-0.74793,0.040642,79.480582,78.730075,0.064,ns
SI,Female,2020,-1.751614,-1.328728,-0.858262,84.707766,83.374996,0,sig
SI,Female,2021,-1.601127,-0.988569,-0.283255,84.913071,83.934799,0.008,sig
SI,Female,2022,-1.632606,-0.92368,-0.187733,85.162848,84.198455,0.028,sig
SI,Female,2023,-1.028845,-0.215518,0.668694,85.339197,85.115321,0.34,ns
SI,Female,2024,-1.156157,-0.281819,0.620163,85.53374,85.247859,0.316,ns
SI,Female,2020-2024,-1.396603,-0.790646,-0.135341,85.138826,84.349268,0.02,sig
SI,Total,2020,-1.588381,-1.216244,-0.828981,81.808381,80.603252,0,sig
SI,Total,2021,-1.753626,-1.16601,-0.679605,82.055305,80.889819,0,sig
SI,Total,2022,-1.433894,-0.800795,-0.14071,82.324021,81.533415,0.024,sig
SI,Total,2023,-1.130367,-0.392906,0.333121,82.551662,82.158942,0.184,ns
SI,Total,2024,-1.089984,-0.19939,0.558995,82.792944,82.587411,0.324,ns
SI,Total,2020-2024,-1.357162,-0.780165,-0.220619,82.305196,81.529301,0.008,sig
US,Male,2020,-2.3399200000000002,-2.151122,-1.949893,77.038324,74.8886,0,sig
US,Male,2021,-3.193884,-2.955353,-2.680557,77.169441,74.225218,0,sig
US,Male,2022,-2.137244,-1.836336,-1.544575,77.30115,75.463285,0,sig
US,Male,2023,-1.245967,-0.894316,-0.579524,77.423181,76.531259,0,sig
US,Male,2024,-0.605243,-0.206086,0.20538,77.545654,77.342443,0.208,ns
US,Male,2020-2024,-1.910202,-1.62895,-1.388316,77.299702,75.668079,0,sig
US,Female,2020,-1.409759,-1.208227,-0.991067,81.650336,80.440513,0,sig
US,Female,2021,-1.999075,-1.729583,-1.435728,81.7421,80.011366,0,sig
US,Female,2022,-1.293579,-0.947262,-0.612316,81.827603,80.870363,0,sig
US,Female,2023,-0.505892,-0.108831,0.267669,81.899063,81.79534,0.308,ns
US,Female,2024,-0.178677,0.249994,0.685246,82.004712,82.254906,1,ns
US,Female,2020-2024,-1.05472,-0.764086,-0.453863,81.827885,81.063467,0,sig
US,Total,2020,-1.855329,-1.721342,-1.565895,79.342102,77.620716,0,sig
US,Total,2021,-2.587523,-2.380036,-2.21641,79.443422,77.059733,0,sig
US,Total,2022,-1.654154,-1.427373,-1.206523,79.558032,78.131492,0,sig
US,Total,2023,-0.81637,-0.510453,-0.291896,79.650743,79.142305,0,sig
US,Total,2024,-0.324269,0.026689,0.322804,79.767347,79.791308,1,ns
US,Total,2020-2024,-1.43612,-1.218188,-1.051116,79.549092,78.33286,0,sig
