group,region_iso,region_name_en,year,age_group,e0_cntrb_t_mean,region_ggflag
B Second wave peak,GR,Greece,2024,60,-0.599072,gr
B Second wave peak,GR,Greece,2024,80,-0.016482,gr
B Second wave peak,GR,Greece,2024,100,-0.007831,gr
B Second wave peak,HR,Croatia,2020,0,-0.05393,hr
B Second wave peak,HR,Croatia,2020,20,-0.03864,hr
B Second wave peak,HR,Croatia,2020,40,-0.071135,hr
B Second wave peak,HR,Croatia,2020,60,-0.598567,hr
B Second wave peak,HR,Croatia,2020,80,-0.158361,hr
B Second wave peak,HR,Croatia,2020,100,-0.002069,hr
B Second wave peak,HR,Croatia,2020-2024,0,-0.029817,hr
B Second wave peak,HR,Croatia,2020-2024,20,-0.060784,hr
B Second wave peak,HR,Croatia,2020-2024,40,-0.136437,hr
B Second wave peak,HR,Croatia,2020-2024,60,-0.562982,hr
B Second wave peak,HR,Croatia,2020-2024,80,-0.064719,hr
B Second wave peak,HR,Croatia,2020-2024,100,-0.002407,hr
B Second wave peak,HR,Croatia,2021,0,-0.043672,hr
B Second wave peak,HR,Croatia,2021,20,-0.089564,hr
B Second wave peak,HR,Croatia,2021,40,-0.397193,hr
B Second wave peak,HR,Croatia,2021,60,-1.118578,hr
B Second wave peak,HR,Croatia,2021,80,-0.356618,hr
